cod,fam,sp,dbh,inclin,ori,h,bark_detailed,bark_simp,Y,X,Z,orch_presence,moss_presence
266,Sabiaceae,Meliosma.herbertii,1.1,90.0,0.0,3.7,lisa,lisa,710847.806,9558912.541,2284.277,0,1
267,Monimiaceae,Siparuna.cascada,1.6,90.0,0.0,2.9,lisa,lisa,710847.032,9558911.585,2284.815,0,1
268,Liana,Liana,2.0,74.0,10.0,7.2,pustulas,pustulas,710846.596,9558910.576,2284.742,0,1
270,Piperaceae,Piper.sp1,1.8,62.0,200.0,5.8,lisa,lisa,710846.758,9558911.047,2284.813,0,0
273,Rosaceae,Prunus.opaca,2.9,60.0,53.0,4.2,lisa,lisa,710846.430,9558913.465,2286.192,0,1
274,Melastomataceae,Meriania.sp2,21.3,61.0,170.0,6.6,estriada,estriada,710846.204,9558913.579,2286.108,0,1
276,Myrsinaceae,Myrsine.andina,15.3,88.0,212.0,10.4,estriada,estriada,710846.917,9558913.441,2285.849,0,1
279,Rubiaceae,Psychotria.tinctoria,2.5,82.0,296.0,3.0,lisa,lisa,710845.565,9558913.971,2286.185,0,1
280,Myrsinaceae,Geissanthus.cf.ecuadorensis,1.1,56.0,214.0,2.5,lisa,lisa,710845.391,9558914.031,2286.226,0,1
281,Solanaceae,Cestrum.schlechtendalii,2.9,90.0,0.0,4.5,estriada,estriada,710844.161,9558924.584,2285.734,0,1
283,Euphorbiaceae,Hyeronima.moritziana,1.2,56.0,210.0,4.5,lisa,lisa,710844.499,9558923.101,2286.280,0,1
284,Liana,Liana,1.5,70.0,160.0,5.0,lisa,lisa,710845.009,9558923.223,2286.294,0,1
286,Rubiaceae,Palicourea.angustifolia,1.4,56.0,168.0,1.9,lisa,lisa,710845.760,9558923.370,2286.511,0,1
287,Liana,Liana,1.6,78.0,242.0,4.9,estriada,estriada,710845.297,9558923.427,2286.421,0,1
288,Liana,Liana,3.0,54.0,110.0,6.0,pustulas,pustulas,710846.409,9558923.384,2286.897,0,1
289,Glossulariaceae,Escallonia.paniculata,1.9,58.0,154.0,2.8,lisa,lisa,710846.433,9558923.470,2286.928,0,1
290,Arboles.muertos,arbol.muerto,1.0,90.0,v,0.0,lisa,lisa,710846.486,9558923.626,2287.015,0,1
291,Melastomataceae,Miconia.sp12,3.6,90.0,0.0,6.1,estriada,estriada,710844.953,9558922.156,2286.430,0,1
292,Liana,Liana,2.8,69.0,224.0,6.7,estriada,estriada,710844.776,9558922.015,2286.430,0,1
293,Mimosaceae,Abarema.killipii,1.8,90.0,0.0,1.8,lisa,lisa,710844.920,9558921.878,2286.397,0,1
295,Liana,Liana,1.5,64.0,34.0,6.0,estriada,estriada,710846.175,9558921.499,2286.692,0,1
297,Melastomataceae,Meriania.sp1,1.8,56.0,70.0,2.3,lisa,lisa,710845.952,9558921.082,2287.000,0,1
298,Cyatheaceae,Cyathea.peladensis,13.3,87.0,0.0,6.5,estriada,estriada,710846.603,9558922.234,2287.060,0,1
299,Cyatheaceae,Cyathea.peladensis,2.4,47.0,42.0,2.1,estriada,estriada,710846.494,9558921.290,2286.846,0,0
300,Myrtaceae,Myrcianthes.sp,2.2,90.0,0.0,2.8,estriada,estriada,710847.274,9558922.370,2287.126,0,1
301,Arboles.muertos,arbol.muerto,7.3,36.0,108.0,3.6,lisa,lisa,710846.062,9558920.966,2287.030,0,1
302,Clusiaceae,Clusia.alata,2.4,72.0,154.0,2.5,lisa+pustulas,estriada,710846.819,9558919.935,2287.050,0,1
303,Lauraceae,Aniba.sp,1.6,42.0,300.0,1.5,lisa,lisa,710846.602,9558919.985,2287.000,0,1
304,Rubiaceae,Faramea.coerulescens,1.4,72.0,68.0,2.5,lisa,lisa,710845.956,9558920.578,2286.706,0,1
305,Liana,Liana,1.9,30.0,264.0,1.6,lisa,lisa,710845.693,9558919.928,2286.205,0,1
306,Rubiaceae,Elaeagia.karstenii,1.2,26.0,140.0,1.4,lisa,lisa,710846.892,9558920.848,2287.114,0,1
307,Rubiaceae,Faramea.anysocalix,2.4,30.0,150.0,0.9,lisa,lisa,710846.140,9558920.864,2286.775,0,1
309,Arboles.muertos,arbol.muerto,1.5,50.0,148.0,3.1,lisa,lisa,710845.860,9558920.482,2286.685,0,1
311,Aquifoliaceae,Ilex.hippocrateoides,4.8,86.0,98.0,5.1,lisa,lisa,710844.591,9558919.312,2285.850,0,1
316,Moraceae,Helicostylis.tovarensis,2.4,90.0,0.0,3.3,estriada,estriada,710844.392,9558919.808,2285.511,0,1
317,Liana,Liana,1.2,20.0,62.0,0.3,lisa,lisa,710843.656,9558922.674,2286.264,0,1
318,Liana,Liana,2.0,54.0,290.0,1.2,estriada,estriada,710846.262,9558920.504,2286.940,0,1
319,Liana,Liana,1.0,82.0,320.0,1.5,estriada,estriada,710845.786,9558920.503,2286.690,0,1
320,Lauraceae,Aniba.sp,2.0,5.0,127.0,2.5,estriada,estriada,710846.628,9558919.899,2286.834,0,1
328,Lauraceae,Licaria.subsessilis,9.8,90.0,360.0,7.2,estriada,estriada,710844.210,9558917.051,2284.382,0,1
329,Glossulariaceae,Escallonia.paniculata,5.3,50.0,162.0,4.6,estriada,estriada,710844.054,9558916.813,2284.123,0,1
330,Arboles.muertos,arbol.muerto,2.9,65.0,115.0,2.8,estriada,estriada,710844.929,9558917.020,2284.663,0,1
331,Lauraceae,Endlicheria.sp1,2.4,90.0,360.0,2.8,estriada,estriada,710845.705,9558915.900,2284.994,0,1
332,Lauraceae,Beilschmiedia.tovarensis,5.7,90.0,360.0,5.4,estriada,estriada,710846.173,9558915.729,2285.703,0,1
333,Liana,Liana,1.9,90.0,360.0,4.5,estriada,estriada,710845.731,9558915.700,2285.064,0,1
337,Arboles.muertos,arbol.muerto,2.2,90.0,v,0.0,estriada,estriada,710847.912,9558916.038,2286.707,0,1
338,Actinidaceae,Saurauia.tomentosa,1.9,85.0,1.0,4.2,lisa,lisa,710849.210,9558917.899,2287.490,0,1
339,Rubiaceae,Palicourea.angustifolia,1.4,61.0,199.0,3.6,lisa,lisa,710849.719,9558917.947,2287.830,0,1
340,Caprifoliaceae,Viburnum.pichinchense,1.2,29.0,318.0,1.2,estriada,estriada,710849.953,9558918.005,2287.946,0,1
341,Clusiaceae,Vismia.tomentosa,4.7,86.0,134.0,4.3,estriada,estriada,710849.860,9558917.063,2288.104,0,1
343,Lecythidaceae,Eschweilera.sessilis,6.4,86.0,150.0,4.1,pustulas,pustulas,710849.975,9558916.636,2288.138,0,1
344,Melastomataceae,Meriania.sp1,7.5,50.0,55.0,4.0,lisa,lisa,710849.990,9558915.974,2288.079,0,1
345,Myrsinaceae,Geissanthus.cf.ecuadorensis,2.2,70.0,338.0,2.5,estriada,estriada,710848.720,9558915.936,2286.984,0,1
349,Rubiaceae,Palicourea.angustifolia,4.5,66.0,100.0,4.6,estriada,estriada,710846.055,9558914.592,2285.032,0,1
353,Glossulariaceae,Escallonia.paniculata,2.9,8.0,146.0,3.8,estriada,estriada,710847.658,9558913.188,2286.296,0,1
355,Lecythidaceae,Eschweilera.sessilis,2.0,65.0,128.0,2.2,estriada,estriada,710847.961,9558912.443,2285.572,0,1
356,Elaeocarpaceae,Sloanea.sp,38.8,85.0,140.0,5.8,estriada,estriada,710847.166,9558911.773,2285.450,0,1
357,Myrsinaceae,Geissanthus.cf.ecuadorensis,2.3,58.0,230.0,3.2,lisa+pustulas,estriada,710848.344,9558913.826,2286.570,0,1
358,Myrtaceae,Eugenia.sp,1.4,90.0,0.0,3.9,lisa,lisa,710847.589,9558913.902,2285.928,0,1
360,Lauraceae,Endlicheria.sp3,1.7,80.0,200.0,2.9,lisa,lisa,710848.300,9558913.964,2286.631,0,1
361,Arboles.muertos,arbol.muerto,3.4,76.0,340.0,1.4,lisa,lisa,710848.080,9558913.398,2286.375,0,1
363,Liana,Liana,2.0,0.0,v,0.0,estriada,estriada,710848.022,9558913.921,2286.691,0,1
364,Melastomataceae,Miconia.sp12,2.3,82.0,124.0,4.8,lisa,lisa,710848.553,9558912.821,2286.264,0,1
365,Euphorbiaceae,Alchornea.grandiflora,4.2,76.0,98.0,3.5,estriada,estriada,710848.540,9558911.785,2285.683,0,1
367,Celastraceae,Maytenus.sp1,2.8,-46.0,332.0,3.9,lisa,lisa,710847.808,9558911.784,2285.409,0,1
369,Melastomataceae,Miconia.sp9,1.2,52.0,78.0,3.0,lisa,lisa,710848.368,9558911.493,2284.936,0,1
370,Melastomataceae,Miconia.sp1,2.2,70.0,150.0,2.7,estriada,estriada,710845.717,9558913.037,2284.611,0,1
371,Melastomataceae,Miconia.sp1,5.2,75.0,130.0,5.0,estriada,estriada,710845.618,9558913.117,2284.376,0,1
372,Rubiaceae,Palicourea.angustifolia,3.2,50.0,80.0,3.9,estriada,estriada,710845.180,9558912.811,2284.036,0,1
374,Myrtaceae,Eugenia.sp,2.7,90.0,360.0,4.2,estriada,estriada,710844.347,9558912.659,2283.782,0,1
379,Myrsinaceae,Myrsine.andina,7.2,90.0,0.0,5.0,estriada,estriada,710843.298,9558911.964,2283.029,0,0
380,Liana,Liana,1.6,7.0,80.0,3.8,lisa,lisa,710843.482,9558912.244,2283.259,0,0
381,Arboles.muertos,arbol.muerto,8.0,76.0,120.0,5.1,lisa,lisa,710842.546,9558910.911,2282.547,0,0
382,Rubiaceae,Faramea.anysocalix,2.6,90.0,0.0,3.2,estriada,estriada,710842.321,9558911.470,2282.369,0,0
385,Glossulariaceae,Escallonia.paniculata,4.7,85.0,136.0,3.4,lisa,lisa,710841.782,9558910.608,2282.509,0,1
386,Glossulariaceae,Escallonia.paniculata,3.8,-6.0,192.0,2.0,estriada,estriada,710843.242,9558914.121,2284.451,0,1
387,Rubiaceae,Palicourea.angustifolia,4.1,64.0,180.0,4.0,estriada,estriada,710842.857,9558913.323,2283.578,0,1
388,Moraceae,Helicostylis.tovarensis,1.0,60.0,300.0,1.7,estriada,estriada,710843.485,9558914.970,2283.091,0,1
389,Melastomataceae,Meriania.sp2,3.9,8.0,150.0,1.9,estriada,estriada,710844.188,9558916.135,2283.973,0,1
390,Melastomataceae,Miconia.sp1,4.9,84.0,73.0,3.8,estriada,estriada,710845.201,9558911.886,2283.929,0,1
394,Rubiaceae,Palicourea.angustifolia,3.8,60.0,42.0,3.5,estriada,estriada,710845.723,9558911.168,2283.801,0,1
396,Melastomataceae,Meriania.rigida,4.0,71.0,120.0,3.6,estriada,estriada,710846.743,9558911.410,2284.408,0,1
398,Melastomataceae,Meriania.rigida,2.4,90.0,360.0,3.6,estriada,estriada,710846.863,9558911.241,2284.496,0,1
399,Piperaceae,Piper.sp1,1.8,90.0,360.0,3.3,estriada,estriada,710846.762,9558910.935,2284.412,0,1
401,Euphorbiaceae,Alchornea.grandiflora,5.5,72.0,138.0,3.6,lisa,lisa,710848.698,9558911.178,2284.603,0,1
402,Melastomataceae,Miconia.sp1,2.8,64.0,22.0,2.2,lisa,lisa,710848.889,9558911.024,2284.908,0,1
403,Arboles.muertos,arbol.muerto,3.5,40.0,136.0,1.8,lisa,lisa,710848.550,9558910.817,2284.701,0,1
404,Glossulariaceae,Escallonia.paniculata,2.4,8.0,112.0,2.5,lisa,lisa,710848.819,9558910.429,2285.058,0,1
405,Melastomataceae,Miconia.sp9,2.8,56.0,118.0,3.8,lisa,lisa,710847.540,9558911.385,2284.840,0,1
406,Melastomataceae,Miconia.sp12,10.0,60.0,115.0,4.2,estriada,estriada,710844.900,9558926.193,2289.501,0,1
408,Melastomataceae,Miconia.sp12,6.5,50.0,107.0,3.8,estriada,estriada,710844.765,9558926.882,2289.645,0,1
409,Actinidaceae,Saurauia.tomentosa,4.0,67.0,73.0,2.5,estriada,estriada,710844.320,9558927.575,2289.927,0,1
410,Actinidaceae,Saurauia.tomentosa,2.5,78.0,72.0,2.0,estriada,estriada,710844.237,9558927.672,2290.093,0,1
411,Melastomataceae,Miconia.sp12,8.5,83.0,106.0,4.6,estriada,estriada,710843.775,9558926.134,2290.289,0,1
412,Melastomataceae,Miconia.sp12,9.5,31.0,90.0,4.2,estriada,estriada,710843.716,9558925.695,2290.289,0,1
413,Clusiaceae,Vismia.tomentosa,2.9,90.0,360.0,3.7,estriada,estriada,710845.249,9558926.302,2288.223,0,1
414,Asteraceae,Piptocoma.discolor,2.0,85.0,178.0,4.0,estriada,estriada,710845.537,9558924.741,2288.767,0,1
415,Lauraceae,Aniba.sp,4.2,90.0,360.0,4.5,estriada,estriada,710845.785,9558925.995,2288.856,0,1
416,Asteraceae,Ageratina.dendroides,4.7,40.0,125.0,1.5,estriada,estriada,710845.904,9558926.707,2289.028,0,1
417,Asteraceae,Ageratina.dendroides,3.7,46.0,87.0,2.9,estriada,estriada,710845.927,9558926.609,2289.118,0,1
420,Asteraceae,Ageratina.dendroides,3.6,50.0,64.0,2.7,estriada,estriada,710846.123,9558926.631,2288.770,0,1
422,Arboles.muertos,arbol.muerto,3.8,25.0,103.0,0.7,estriada,estriada,710846.063,9558926.386,2288.725,0,1
423,Glossulariaceae,Escallonia.paniculata,2.8,5.0,100.0,0.6,estriada,estriada,710845.860,9558925.800,2288.605,0,1
424,Arboles.muertos,arbol.muerto,2.5,20.0,10.0,0.5,estriada,estriada,710845.735,9558925.899,2288.997,0,1
425,Liana,Liana,1.2,-46.0,100.0,0.6,estriada,estriada,710844.270,9558925.950,2289.866,0,1
428,Caprifoliaceae,Viburnum.pichinchense,4.5,46.0,110.0,3.7,estriada,estriada,710844.770,9558921.919,2288.689,0,1
429,Glossulariaceae,Escallonia.paniculata,2.8,54.0,37.0,2.6,estriada,estriada,710844.753,9558921.730,2288.603,0,1
430,Lecythidaceae,Eschweilera.sessilis,3.3,84.0,87.0,4.4,lisa,lisa,710844.394,9558921.935,2288.844,0,1
432,Arboles.muertos,arbol.muerto,3.8,5.0,88.0,0.5,estriada,estriada,710841.775,9558921.958,2290.619,0,1
435,Arboles.muertos,arbol.muerto,3.9,64.0,96.0,5.1,estriada,estriada,710844.976,9558920.231,2288.039,0,1
436,Meliaceae,Cedrela.sp2,13.6,80.0,168.0,5.7,estriada,estriada,710844.199,9558919.292,2287.833,0,1
437,Myrtaceae,Eugenia.sp,3.5,89.0,0.0,4.8,estriada,estriada,710845.242,9558918.676,2287.057,0,1
438,Moraceae,Helicostylis.tovarensis,5.0,78.0,250.0,4.8,lisa,lisa,710844.028,9558917.784,2286.971,0,1
439,Liana,Liana,1.4,55.0,270.0,4.4,estriada,estriada,710845.230,9558917.917,2287.103,0,1
440,Liana,Liana,2.2,78.0,68.0,2.2,estriada,estriada,710845.594,9558919.189,2287.122,0,1
441,Lecythidaceae,Eschweilera.sessilis,16.0,84.0,135.0,4.3,estriada,estriada,710845.595,9558919.478,2287.433,0,1
442,Liana,Liana,2.0,54.0,330.0,5.7,lisa+pustulas,estriada,710845.346,9558918.423,2287.104,0,1
443,Liana,Liana,1.5,70.0,11.0,4.3,estriada,estriada,710845.470,9558918.324,2287.056,0,1
444,Rubiaceae,Elaeagia.karstenii,1.9,78.0,137.0,4.3,estriada,estriada,710844.295,9558919.034,2287.528,0,1
445,Rubiaceae,Elaeagia.karstenii,1.4,70.0,123.0,2.7,lisa,lisa,710844.030,9558918.200,2287.556,0,1
447,Liana,Liana,1.9,46.0,130.0,5.2,lisa,lisa,710842.269,9558918.123,2288.585,0,1
448,Melastomataceae,Graffenrieda.sp2,3.8,69.0,320.0,1.3,estriada,estriada,710841.537,9558914.587,2287.771,0,1
449,Rubiaceae,Palicourea.angustifolia,4.6,29.0,162.0,4.9,estriada,estriada,710842.088,9558917.277,2287.804,0,1
450,Arboles.muertos,arbol.muerto,2.7,90.0,360.0,2.4,estriada,estriada,710840.184,9558916.479,2289.166,0,1
451,Arboles.muertos,arbol.muerto,1.0,90.0,360.0,1.7,estriada,estriada,710839.738,9558915.936,2289.376,0,1
452,Euphorbiaceae,Alchornea.grandiflora,7.0,90.0,360.0,4.7,estriada,estriada,710838.635,9558916.395,2290.113,0,1
453,Araliaceae,Schefflera.sp2,4.6,90.0,360.0,4.1,estriada,estriada,710840.562,9558915.598,2288.787,0,1
454,Rubiaceae,Palicourea.sp1,1.5,90.0,360.0,4.0,estriada,estriada,710840.035,9558915.392,2289.006,0,1
455,Araliaceae,Schefflera.sp2,4.6,90.0,360.0,2.4,estriada,estriada,710840.632,9558915.404,2288.563,0,1
456,Arboles.muertos,arbol.muerto,1.8,52.0,124.0,2.7,lisa,lisa,710839.494,9558915.397,2289.317,0,1
457,Piperaceae,Piper.sp1,2.4,59.0,108.0,3.4,estriada,estriada,710839.376,9558915.187,2289.219,0,1
458,Actinidaceae,Saurauia.tomentosa,6.9,65.0,140.0,3.3,estriada,estriada,710840.552,9558914.387,2288.265,0,1
459,Araliaceae,Schefflera.sp3.,1.5,75.0,130.0,2.9,estriada,estriada,710840.145,9558918.124,2289.658,0,0
460,Melastomataceae,Miconia.sp12,1.6,70.0,100.0,2.9,estriada,estriada,710840.001,9558914.448,2288.519,0,1
461,Melastomataceae,Miconia.sp9,1.4,60.0,284.0,1.5,estriada,estriada,710842.124,9558913.959,2286.920,0,1
462,Rubiaceae,Palicourea.sp2,1.7,6.0,86.0,2.1,estriada,estriada,710838.533,9558914.953,2289.814,0,1
463,Euphorbiaceae,Hyeronima.asperifolia,8.3,87.0,350.0,5.7,estriada,estriada,710842.754,9558913.889,2286.540,0,1
464,Araliaceae,Schefflera.sp3.,2.4,60.0,127.0,2.2,estriada,estriada,710837.805,9558916.924,2291.032,0,1
465,Rubiaceae,Psychotria.tinctoria,1.4,15.0,81.0,1.3,estriada,estriada,710841.850,9558913.457,2286.895,0,1
466,Clusiaceae,Tibouchina.lepidota,2.2,90.0,360.0,3.8,escamosa,estriada,710836.924,9558916.040,2291.618,0,1
467,Rosaceae,Prunus.opaca,1.4,55.0,133.0,2.7,estriada,estriada,710842.382,9558914.189,2286.822,0,1
468,Liana,Liana,1.7,70.0,100.0,4.2,estriada,estriada,710837.448,9558915.706,2291.031,0,1
469,Rubiaceae,Elaeagia.karstenii,1.3,90.0,360.0,2.9,estriada,estriada,710842.760,9558914.007,2286.571,0,1
470,Glossulariaceae,Escallonia.paniculata,2.0,35.0,124.0,1.8,estriada,estriada,710837.589,9558915.579,2290.964,0,1
471,Melastomataceae,Miconia.sp03,8.6,46.0,160.0,3.8,estriada,estriada,710839.592,9558913.419,2288.186,0,1
473,Arboles.muertos,arbol.muerto,2.4,71.0,140.0,3.4,estriada,estriada,710839.658,9558914.133,2288.420,0,1
474,Clusiaceae,Clusia.alata,2.3,90.0,360.0,2.4,estriada,estriada,710837.506,9558915.283,2290.626,0,1
475,Rubiaceae,Palicourea.angustifolia,1.3,64.0,104.0,2.6,estriada,estriada,710838.983,9558914.418,2280.079,0,0
476,Glossulariaceae,Escallonia.paniculata,1.4,60.0,106.0,2.0,estriada,estriada,710837.720,9558915.434,2290.699,0,1
477,Rubiaceae,Palicourea.angustifolia,1.5,61.0,115.0,3.2,estriada,estriada,710839.292,9558914.675,2288.913,0,1
478,Glossulariaceae,Escallonia.paniculata,1.0,55.0,84.0,2.1,estriada,estriada,710837.708,9558915.308,2290.511,0,1
479,Melastomataceae,Miconia.sp03,1.8,30.0,162.0,1.8,estriada,estriada,710839.059,9558914.073,2288.747,0,1
480,Clusiaceae,Clusia.alata,1.1,63.0,170.0,0.9,estriada,estriada,710837.695,9558915.386,2290.746,0,1
481,Liana,Liana,2.6,-9.0,196.0,0.9,estriada,estriada,710840.302,9558915.371,2288.786,0,1
482,Lecythidaceae,Eschweilera.sessilis,1.0,65.0,180.0,1.8,estriada,estriada,710841.275,9558914.805,2288.186,0,1
483,Liana,Liana,1.7,16.0,168.0,1.0,lisa+pustulas,estriada,710840.786,9558914.984,2288.281,0,1
484,Myrsinaceae,Myrsine.andina,2.9,90.0,360.0,2.6,estriada,estriada,710838.801,9558913.657,2289.136,0,1
485,Arboles.muertos,arbol.muerto,2.6,15.0,172.0,1.5,estriada,estriada,710838.567,9558914.549,2289.554,0,1
486,Actinidaceae,Saurauia.tomentosa,8.5,56.0,160.0,2.7,estriada,estriada,710838.922,9558912.320,2288.366,0,1
487,Glossulariaceae,Escallonia.paniculata,1.2,48.0,194.0,3.0,lisa,lisa,710838.117,9558914.481,2289.983,0,1
488,Liana,Liana,1.3,26.0,270.0,3.7,estriada,estriada,710838.585,9558912.333,2288.705,0,1
489,Glossulariaceae,Escallonia.paniculata,1.7,10.0,160.0,0.5,estriada,estriada,710838.429,9558912.344,2288.705,0,1
490,Liana,Liana,1.8,30.0,210.0,2.1,estriada,estriada,710838.470,9558912.418,2288.526,0,1
491,Liana,Liana,1.0,56.0,200.0,2.3,estriada,estriada,710840.158,9558912.599,2287.950,0,0
492,Actinidaceae,Saurauia.tomentosa,4.0,44.0,360.0,4.1,estriada,estriada,710839.485,9558911.825,2287.766,0,1
493,Liana,Liana,1.6,86.0,108.0,4.0,estriada,estriada,710839.598,9558912.720,2287.962,0,1
494,Liana,Liana,1.0,36.0,132.0,1.0,estriada,estriada,710838.982,9558912.501,2288.349,0,1
495,Arboles.muertos,arbol.muerto,2.0,15.0,156.0,1.2,estriada,estriada,710839.596,9558911.364,2287.430,0,1
496,Liana,Liana,1.5,66.0,30.0,4.3,lisa,lisa,710841.543,9558912.378,2286.734,0,1
497,Glossulariaceae,Escallonia.paniculata,1.0,-5.0,136.0,2.0,estriada,estriada,710841.120,9558912.692,2287.108,0,1
498,Piperaceae,Piper.sp1,1.0,75.0,142.0,2.1,lisa,lisa,710842.167,9558912.083,2286.341,0,1
499,Caprifoliaceae,Viburnum.pichinchense,1.0,90.0,360.0,2.6,estriada,estriada,710842.347,9558913.051,2286.617,0,1
500,Arboles.muertos,arbol.muerto,1.2,60.0,124.0,2.4,estriada,estriada,710842.537,9558912.818,2286.452,0,1
501,Melastomataceae,Miconia.tinifolia,2.9,41.0,122.0,3.8,estriada,estriada,710843.241,9558913.418,2286.265,0,1
502,Melastomataceae,Miconia.sp1,1.5,-18.0,183.0,1.0,estriada,estriada,710839.200,9558911.861,2288.042,0,1
503,Glossulariaceae,Escallonia.paniculata,4.3,54.0,82.0,4.2,estriada,estriada,710841.894,9558911.853,2286.532,0,1
504,Liana,Liana,2.6,12.0,120.0,3.3,estriada,estriada,710842.901,9558914.873,2286.316,0,1
505,Liana,Liana,1.2,5.0,138.0,2.1,lisa,lisa,710840.338,9558911.598,2287.075,0,0
506,Piperaceae,Piper.obliquum,1.4,55.0,156.0,2.0,estriada,estriada,710840.711,9558911.448,2286.938,0,1
507,Rubiaceae,Psychotria.tinctoria,1.1,65.0,248.0,1.2,estriada,estriada,710840.515,9558910.863,2286.672,0,1
508,Liana,Liana,2.1,-10.0,158.0,3.0,lisa,lisa,710840.230,9558911.699,2287.302,0,1
509,Glossulariaceae,Escallonia.paniculata,4.1,17.0,121.0,1.9,estriada,estriada,710839.933,9558910.575,2286.820,0,1
510,Clethraceae,Clethra.revoluta,2.4,34.0,142.0,2.4,lisa,lisa,710839.802,9558910.538,2286.886,0,1
511,Rubiaceae,Palicourea.angustifolia,2.0,73.0,153.0,1.6,estriada,estriada,710840.572,9558910.335,2286.351,0,1
512,Piperaceae,Piper.sp1,2.7,31.0,119.0,4.7,estriada,estriada,710841.039,9558910.109,2286.033,0,1
513,Liana,Liana,2.5,48.0,78.0,5.7,lisa+pustulas,estriada,710840.909,9558909.890,2285.856,0,0
514,Piperaceae,Piper.sp1,1.5,61.0,94.0,2.0,lisa,lisa,710840.826,9558909.313,2286.219,0,1
515,Melastomataceae,Graffenrieda.sp1,5.4,60.0,120.0,5.7,estriada,estriada,710841.499,9558909.248,2285.449,0,1
516,Piperaceae,Piper.sp1,1.6,-20.0,131.0,0.4,lisa,lisa,710839.103,9558909.210,2286.537,0,1
517,Piperaceae,Piper.sp1,1.3,-17.0,131.0,1.4,lisa,lisa,710839.112,9558909.262,2286.541,0,1
518,Ericaceae,Cavendishia.bracteata,1.7,-82.0,138.0,0.0,lisa,lisa,710836.996,9558920.516,2287.520,0,0
519,Myrsinaceae,Myrsine.andina,1.8,-5.0,134.0,1.9,estriada,estriada,710838.482,9558909.835,2287.576,0,1
520,Melastomataceae,Meriania.rigida,1.5,44.0,118.0,1.9,lisa,lisa,710838.700,9558910.418,2287.722,0,1
521,Glossulariaceae,Escallonia.paniculata,1.5,-30.0,144.0,0.3,lisa,lisa,710838.854,9558907.829,2286.285,0,1
522,Melastomataceae,Miconia.sp9,5.5,71.0,170.0,4.1,estriada,estriada,710842.459,9558910.274,2285.652,0,1
523,Rubiaceae,Elaeagia.karstenii,1.4,65.0,168.0,1.7,estriada,estriada,710842.685,9558910.550,2285.584,0,1
524,Melastomataceae,Miconia.sp15,8.5,33.0,326.0,6.4,estriada,estriada,710842.480,9558907.405,2284.606,0,1
525,Cyatheaceae,Cyathea.peladensis,2.9,74.0,360.0,2.7,estriada,estriada,710842.509,9558906.544,2284.429,0,1
526,Liana,Liana,1.5,47.0,47.0,4.1,estriada,estriada,710842.315,9558907.242,2284.510,0,1
527,Arboles.muertos,arbol.muerto,1.5,39.0,172.0,2.0,estriada,estriada,710841.919,9558905.979,2284.506,0,1
528,Glossulariaceae,Escallonia.paniculata,1.0,41.0,84.0,1.7,estriada,estriada,710841.957,9558905.681,2284.446,0,1
529,Melastomataceae,Miconia.sp11,1.8,12.0,100.0,0.5,estriada,estriada,710842.975,9558908.758,2284.971,0,1
530,Chlorantaceae,Hedyosmum.spectabile,1.8,5.0,160.0,1.9,estriada,estriada,710843.969,9558909.833,2284.740,0,1
531,Melastomataceae,Miconia.sp1,2.8,35.0,208.0,2.8,lisa,lisa,710844.597,9558912.682,2285.824,0,1
532,Arboles.muertos,arbol.muerto,1.5,14.0,283.0,3.3,lisa,lisa,710843.425,9558913.349,2286.032,0,1
533,Rubiaceae,Faramea.anysocalix,2.1,64.0,172.0,4.7,lisa,lisa,710843.752,9558914.284,2286.665,0,1
534,Liana,Liana,1.8,79.0,354.0,5.1,estriada,estriada,710843.038,9558914.310,2286.600,0,1
535,Liana,Liana,2.9,33.0,143.0,4.5,pustulas,pustulas,710842.590,9558912.227,2286.131,0,1
536,Arboles.muertos,arbol.muerto,1.5,14.0,184.0,0.7,lisa,lisa,710844.637,9558912.093,2285.285,0,1
537,Indeterminadas,Indeterminada,2.9,82.0,190.0,3.5,lisa,lisa,710844.257,9558910.398,2284.825,0,1
538,Rubiaceae,Psychotria.tinctoria,2.4,90.0,194.0,3.9,estriada,estriada,710844.703,9558910.026,2284.640,0,1
539,Moraceae,Helicostylis.tovarensis,1.1,86.0,0.0,3.6,lisa,lisa,710845.480,9558910.375,2284.617,0,1
540,Piperaceae,Piper.sp1,2.4,85.0,0.0,5.1,lisa,lisa,710844.854,9558909.366,2284.548,0,0
541,Liana,Liana,2.3,6.0,100.0,5.3,lisa,lisa,710844.891,9558910.238,2284.634,0,1
542,Melastomataceae,Miconia.sp11,1.8,69.0,170.0,3.5,lisa,lisa,710845.245,9558909.745,2284.278,0,1
543,Monimiaceae,Mollinedia.sp,9.4,83.0,208.0,5.4,estriada,estriada,710845.204,9558908.336,2284.313,0,1
544,Liana,Liana,2.9,90.0,0.0,4.6,pustulas,pustulas,710844.994,9558908.345,2284.293,0,1
545,Liana,Liana,2.3,56.0,110.0,5.6,pustulas,pustulas,710845.379,9558908.798,2284.185,0,1
546,Melastomataceae,Miconia.sp1,1.3,64.0,170.0,0.9,lisa,lisa,710839.571,9558904.672,2284.777,0,1
549,Rubiaceae,Elaeagia.karstenii,1.3,90.0,0.0,1.5,lisa,lisa,710838.609,9558903.171,2284.469,0,1
550,Liana,Liana,2.1,63.0,174.0,4.9,estriada,estriada,710838.304,9558905.214,2285.862,0,1
