cod,fam,sp,dbh,inclin,ori,h,bark_detailed,bark_simp,Y,X,Z,orch_presence,moss_presence
860,Symplocaceae,Symplocos.fuscata,2.0,64.0,100.0,3.4,lisa,lisa,710862.251,9558885.538,2271.907,0,1
861,Melastomataceae,Graffenrieda.emarginata,3.2,70.0,30.0,4.2,estriada,estriada,710862.371,9558884.766,2271.659,0,1
862,Rubiaceae,Palicourea.angustifolia,1.0,55.0,160.0,2.6,lisa,lisa,710862.301,9558884.896,2271.786,0,1
865,Ericaceae,Cavendishia.bracteata,4.1,32.0,124.0,3.6,estriada,estriada,710862.862,9558884.663,2271.480,0,1
868,Piperaceae,Piper.sp1,2.0,62.0,160.0,5.2,lisa,lisa,710863.654,9558883.829,2270.617,0,1
870,Piperaceae,Piper.sp1,2.8,58.0,166.0,4.3,lisa+pustulas,estriada,710863.705,9558883.780,2270.453,0,1
872,Clusiaceae,Clusia.alata,24.5,55.0,94.0,9.1,pustulas,pustulas,710863.833,9558883.131,2270.173,0,1
875,Thymelaeaceae,Daphnopsis.sp,1.6,3.0,138.0,1.3,lisa,lisa,710866.772,9558885.553,2268.709,0,1
878,Lauraceae,Nectandra.reticulata,8.2,84.0,164.0,8.7,pustulas,pustulas,710867.727,9558885.092,2268.062,0,1
879,Myrtaceae,Myrcianthes.sp,1.1,70.0,138.0,1.5,estriada,estriada,710867.621,9558884.971,2268.057,0,1
881,Cyatheaceae,Cyathea.peladensis,3.2,33.0,182.0,2.5,estriada+cicatrices,estriada,710867.904,9558883.746,2267.389,0,1
883,Liana,Liana,1.2,30.0,140.0,5.4,estriada,estriada,710866.850,9558883.575,2268.319,0,1
886,Arboles.muertos,arbol.muerto,5.0,-31.0,240.0,0.6,lisa,lisa,710869.204,9558884.231,2266.562,0,1
887,Arboles.muertos,arbol.muerto,7.9,5.0,166.0,0.4,estriada,estriada,710869.040,9558884.761,2266.946,0,1
888,Cyatheaceae,Cyathea.peladensis,3.1,21.0,100.0,1.4,estriada+cicatrices,estriada,710868.731,9558884.489,2266.964,0,1
889,Myrtaceae,Eugenia.sp,1.5,90.0,v,1.6,lisa,lisa,710869.910,9558884.277,2266.623,0,1
894,Lauraceae ,Endlicheria.sp2,1.3,44.0,106.0,1.5,lisa+pustulas,estriada,710871.036,9558886.854,2267.172,0,1
895,Lauraceae,Persea.cf.caerulea,3.0,85.0,360.0,3.6,lisa,lisa,710871.777,9558886.610,2267.292,0,1
896,Arboles.muertos,arbol.muerto,6.1,44.0,200.0,1.7,estriada,estriada,710872.135,9558886.851,2267.681,0,1
898,MELASTOMATACEAE,Graffenrieda.harlingii,2.3,49.0,218.0,1.9,lisa,lisa,710872.951,9558886.860,2267.798,0,1
899,Clusiaceae,Clusia.alata,27.2,67.0,188.0,9.0,pustulas,pustulas,710874.709,9558886.354,2268.287,0,1
900,Arboles.muertos,arbol.muerto,1.8,45.0,194.0,2.0,lisa,lisa,710874.313,9558885.509,2267.718,0,1
902,Arboles.muertos,arbol.muerto,1.1,5.0,200.0,3.4,estriada,estriada,710874.206,9558885.029,2267.762,0,1
903,Rubiaceae,Palicourea.angustifolia,1.9,80.0,260.0,1.8,lisa,lisa,710874.297,9558884.966,2267.783,0,0
910,Arboles.muertos,arbol.muerto,2.0,84.0,180.0,1.8,estriada,estriada,710873.899,9558884.796,2267.940,0,1
918,Liana,Liana,4.0,70.0,168.0,5.6,estriada,estriada,710874.374,9558884.112,2267.079,0,1
920,Myrsinaceae,Myrsine.andina,1.2,73.0,168.0,2.0,lisa,lisa,710873.835,9558881.749,2266.442,0,1
923,Melastomataceae,Meriania.rigida,1.1,13.0,230.0,1.8,lisa,lisa,710872.686,9558884.379,2266.873,0,1
926,Rubiaceae,Elaeagia.karstenii,1.3,90.0,v,1.6,lisa,lisa,710873.765,9558884.318,2267.883,0,1
927,Cyatheaceae,Cyathea.peladensis,2.4,68.0,124.0,1.8,estriada+cicatrices,estriada,710871.277,9558884.395,2266.831,0,1
929,Sabiaceae,Meliosma.herbertii,2.8,70.0,190.0,2.9,lisa+pustulas,estriada,710871.788,9558884.201,2266.754,0,1
930,Rubiaceae,Faramea.anysocalix,2.3,43.0,242.0,3.0,lisa,lisa,710873.254,9558884.342,2267.157,0,1
931,Cyatheaceae,Cyathea.peladensis,2.4,7.0,112.0,0.6,estriada+cicatrices,estriada,710872.421,9558881.918,2266.522,0,1
932,Cyatheaceae,Cyathea.peladensis,2.0,20.0,180.0,0.8,estriada+cicatrices,estriada,710872.898,9558882.146,2266.312,0,1
935,Cunoniaceae,Weinmannia.spruceana,3.0,90.0,v,3.4,estriada,estriada,710872.148,9558881.458,2266.313,0,1
938,Lecythidaceae,Eschweilera.sessilis,12.2,74.0,70.0,8.5,lisa+pustulas,estriada,710872.679,9558879.851,2266.177,0,1
939,Lecythidaceae,Eschweilera.sessilis,10.1,73.0,94.0,6.2,estriada,estriada,710872.772,9558879.853,2266.109,0,1
940,Rubiaceae,Elaeagia.karstenii,2.0,32.0,134.0,3.1,lisa,lisa,710872.668,9558879.223,2265.601,0,1
943,Polygalaceae,Monnina.sp,1.3,85.0,150.0,1.7,lisa,lisa,710871.844,9558880.321,2265.747,0,1
944,Polygalaceae,Monnina.sp,1.7,12.0,234.0,1.2,lisa,lisa,710871.836,9558880.312,2265.693,0,1
945,EUPHORBIACEAE,Hyeronima.moritziana,1.1,3.0,200.0,1.6,lisa,lisa,710871.242,9558880.285,2265.490,0,1
947,Rubiaceae,Elaeagia.karstenii,1.5,84.0,116.0,2.2,lisa+pustulas,estriada,710871.319,9558877.941,2264.542,0,1
949,Rubiaceae,Elaeagia.karstenii,1.3,21.0,202.0,1.4,lisa,lisa,710871.217,9558878.850,2264.886,0,1
950,Rubiaceae,Elaeagia.karstenii,1.2,65.0,270.0,2.3,lisa,lisa,710870.901,9558878.849,2264.867,0,1
951,Arboles.muertos,arbol.muerto,1.4,16.0,170.0,1.0,lisa,lisa,710870.859,9558879.230,2265.115,0,1
952,Melastomataceae,Miconia.sp16,1.0,90.0,v,0.9,lisa+relieve,estriada,710870.937,9558879.270,2265.191,0,0
954,Rubiaceae,Elaeagia.karstenii,2.2,-9.0,200.0,1.2,lisa,lisa,710870.863,9558878.888,2264.856,0,1
955,Rubiaceae,Elaeagia.karstenii,1.6,5.0,226.0,1.1,lisa,lisa,710870.515,9558879.798,2265.243,0,1
956,Polygalaceae,Monnina.sp,1.2,52.0,130.0,2.4,lisa,lisa,710870.670,9558879.736,2265.308,0,1
957,Arboles.muertos,arbol.muerto,3.0,62.0,120.0,4.4,estriada,estriada,710870.706,9558879.854,2265.283,0,1
958,Piperaceae ,Piper.sp3,1.5,67.0,120.0,1.8,lisa,lisa,710869.835,9558879.725,2264.970,0,1
961,Cyatheaceae,Cyathea.peladensis,2.4,9.0,220.0,1.4,estriada+cicatrices,estriada,710870.248,9558878.781,2264.604,0,1
965,Cyatheaceae,Cyathea.peladensis,2.0,23.0,140.0,1.6,estriada+cicatrices,estriada,710868.464,9558881.668,2266.333,0,1
966,Cyatheaceae,Cyathea.peladensis,3.4,52.0,126.0,2.5,estriada+cicatrices,estriada,710869.550,9558881.329,2266.003,0,1
967,Liana,Liana,2.7,90.0,v,7.8,estriada,estriada,710869.659,9558881.326,2265.926,0,1
968,Caprifoliaceae,Viburnum.pichinchense,6.9,70.0,88.0,6.0,lisa,lisa,710866.774,9558881.917,2267.792,0,1
970,Arboles.muertos,arbol.muerto,1.8,-15.0,50.0,1.2,lisa,lisa,710865.878,9558881.327,2268.279,0,1
973,EUPHORBIACEAE,Alchornea.triplinervia,1.2,0.0,157.0,0.9,lisa,lisa,710867.276,9558880.471,2266.773,0,1
979,Arboles.muertos,arbol.muerto,3.9,0.0,94.0,1.7,lisa,lisa,710866.935,9558879.220,2266.446,0,1
980,Arboles.muertos,arbol.muerto,4.5,59.0,132.0,1.7,estriada,estriada,710867.887,9558879.630,2266.096,0,1
981,Arboles.muertos,arbol.muerto,3.5,5.0,140.0,2.4,lisa+pustulas,estriada,710865.740,9558880.118,2267.797,0,1
983,Melastomataceae,Miconia.sp15,1.4,34.0,132.0,2.3,estriada,estriada,710865.327,9558880.088,2268.639,0,1
989,Lauraceae,Nectandra.reticulata,2.4,73.0,108.0,3.3,lisa,lisa,710863.439,9558880.005,2269.378,0,1
994,Piperaceae,Piper.sp1,2.7,70.0,134.0,5.5,lisa+pustulas,estriada,710864.412,9558878.706,2268.677,0,1
997,Ericaceae,Cavendishia.bracteata,1.4,49.0,214.0,1.8,estriada,estriada,710864.141,9558879.141,2268.749,0,1
999,Lauraceae,Endlicheria.sp3,1.1,72.0,110.0,2.5,lisa,lisa,710863.484,9558879.034,2269.430,0,1
1602,Melastomataceae,Meriania.rigida,1.1,16.0,236.0,0.5,lisa,lisa,710879.916,9558884.206,2266.471,0,1
1604,Arboles.muertos,arbol.muerto,1.5,76.0,22.0,1.9,lisa,lisa,710878.302,9558884.514,2266.427,0,0
1606,Annonaceae,Guatteria.sp1,1.6,90.0,v,2.7,lisa,lisa,710878.445,9558883.377,2266.366,0,0
1612,Clusiaceae,Clusia.alata,9.9,13.0,204.0,0.7,pustulas,pustulas,710877.805,9558883.156,2266.093,0,1
1613,Melastomataceae,Miconia.sp9,6.5,69.0,174.0,6.2,estriada,estriada,710876.462,9558882.853,2266.082,0,1
1624,Cyatheaceae,Cyathea.peladensis,2.3,48.0,110.0,1.1,estriada+cicatrices,estriada,710877.139,9558886.398,2266.634,0,1
1625,Rubiaceae,Elaeagia.karstenii,1.5,90.0,v,1.9,lisa,lisa,710878.121,9558886.137,2266.710,0,1
1627,Melastomataceae,Miconia.sp10,1.6,59.0,140.0,2.7,lisa,lisa,710878.487,9558887.266,2266.994,0,1
1628,Cyatheaceae,Cyathea.peladensis,2.5,69.0,16.0,1.5,estriada+cicatrices,estriada,710878.368,9558887.165,2266.983,0,1
1629,Clusiaceae,Tovomita.weddelliana,1.5,66.0,138.0,2.4,lisa,lisa,710877.988,9558888.051,2267.187,0,1
1634,Lauraceae,Nectandra.sp1,1.5,68.0,196.0,1.9,lisa,lisa,710875.501,9558887.502,2267.556,0,1
1635,Indeterminadas,Indeterminada,17.0,6.0,114.0,10.6,estriada,estriada,710878.321,9558888.235,2267.128,0,1
1636,Styracaceae,Styrax.sp1,4.1,68.0,162.0,5.0,lisa,lisa,710878.595,9558889.270,2267.518,0,1
1637,Clusiaceae,Tovomita.weddelliana,1.8,34.0,100.0,1.2,lisa+pustulas,estriada,710877.596,9558889.539,2267.657,0,1
1639,Melastomataceae,Miconia.cf.micropetala,4.0,25.0,100.0,1.3,lisa,lisa,710878.283,9558889.985,2267.659,0,1
1640,Cyatheaceae,Cyathea.peladensis,2.4,29.0,96.0,1.2,estriada+cicatrices,estriada,710878.733,9558890.302,2268.058,0,1
1642,Myrtaceae,Eugenia.sp,2.4,90.0,v,1.5,lisa+pustulas,estriada,710878.608,9558890.432,2268.191,0,1
1643,Clusiaceae,Clusia.alata,2.1,40.0,86.0,2.0,lisa+pustulas,estriada,710876.501,9558888.802,2267.521,0,1
1646,Chlorantaceae,Hedyosmum.spectabile,2.5,73.0,140.0,2.6,lisa,lisa,710879.625,9558886.530,2266.925,0,1
1647,Liana,Liana,2.5,38.0,164.0,4.9,lisa,lisa,710879.214,9558887.893,2267.266,0,1
1648,Caprifoliaceae,Viburnum.pichinchense,3.0,90.0,v,5.5,lisa,lisa,710880.105,9558886.489,2266.794,0,1
1649,Caprifoliaceae,Viburnum.pichinchense,3.5,41.0,140.0,2.4,lisa,lisa,710880.205,9558886.365,2266.723,0,1
1650,Clusiaceae,Clusia.alata,17.0,31.0,150.0,4.6,estriada,estriada,710879.670,9558886.688,2266.803,0,1
1652,Chlorantaceae,Hedyosmum.spectabile,2.1,63.0,80.0,4.1,estriada,estriada,710879.463,9558886.264,2266.672,0,1
1653,Liana,Liana,6.0,53.0,174.0,4.5,estriada,estriada,710880.327,9558885.505,2266.654,0,1
1660,Rubiaceae,Palicourea.cf.jaramilloi,1.5,39.0,192.0,3.2,lisa,lisa,710880.542,9558883.404,2266.060,0,1
1662,Cyatheaceae,Cyathea.peladensis,2.0,39.0,232.0,1.5,estriada+cicatrices,estriada,710881.482,9558882.980,2265.841,0,1
1664,Rubiaceae,Palicourea.cf.jaramilloi,1.4,90.0,66.0,3.3,lisa,lisa,710880.806,9558883.074,2265.930,0,1
1665,Liana,Liana,4.2,19.0,148.0,0.7,lisa,lisa,710880.249,9558882.397,2265.753,0,1
1667,Melastomataceae,Miconia.sp10,1.4,44.0,250.0,2.3,lisa,lisa,710878.526,9558883.313,2266.302,0,1
1669,Arboles.muertos,arbol.muerto,2.1,66.0,260.0,1.4,lisa,lisa,710879.167,9558882.591,2266.099,0,1
1671,Ericaceae,Cavendishia.bracteata,3.8,59.0,106.0,2.3,estriada,estriada,710879.593,9558881.808,2265.919,0,1
1674,Arboles.muertos,arbol.muerto,2.5,56.0,264.0,1.7,lisa,lisa,710878.617,9558880.874,2265.605,0,1
1675,Arboles.muertos,arbol.muerto,1.5,77.0,10.0,1.5,lisa,lisa,710878.257,9558880.749,2265.558,0,1
1677,Liana,Liana,2.3,79.0,20.0,4.5,estriada,estriada,710878.442,9558880.354,2265.426,0,1
1678,Moraceae,Helicostylis.tovarensis,17.5,41.0,210.0,8.2,lisa,lisa,710879.092,9558881.804,2265.715,0,1
1681,Arboles.muertos,arbol.muerto,13.8,79.0,140.0,1.3,estriada,estriada,710877.477,9558879.455,2265.438,0,1
1684,Arboles.muertos,arbol.muerto,5.0,21.0,130.0,0.8,estriada,estriada,710876.828,9558879.834,2265.404,0,1
1686,Ericaceae,Cavendishia.bracteata,1.2,74.0,86.0,2.9,estriada,estriada,710877.908,9558880.819,2265.732,0,1
1689,Piperaceae,Piper.obliquum,3.0,76.0,246.0,4.6,lisa+pustulas,estriada,710875.798,9558880.936,2266.775,0,1
1690,Lauraceae ,Aniba.sp,1.3,66.0,182.0,4.0,lisa,lisa,710875.672,9558880.881,2266.714,0,1
1691,Arboles.muertos,arbol.muerto,1.8,74.0,180.0,2.4,lisa+pustulas,estriada,710875.618,9558880.803,2266.656,0,1
1695,Liana,Liana,4.8,57.0,230.0,2.8,estriada,estriada,710876.002,9558880.102,2265.939,0,1
1697,MYRTACEAE,Myrcia.sp,10.6,72.0,184.0,9.6,estriada,estriada,710875.011,9558880.285,2266.424,0,1
1699,Rubiaceae,Palicourea.angustifolia,2.0,66.0,190.0,2.3,estriada,estriada,710875.795,9558881.974,2266.154,0,1
1700,Arboles.muertos,arbol.muerto,6.0,23.0,144.0,1.1,lisa,lisa,710875.520,9558880.413,2267.285,0,1
1702,Chlorantaceae,Hedyosmum.spectabile,5.5,48.0,112.0,3.8,lisa,lisa,710882.399,9558883.921,2266.440,0,1
1703,Arboles.muertos,arbol.muerto,8.5,11.0,132.0,0.3,estriada,estriada,710881.421,9558885.019,2266.698,0,1
1704,Liana,Liana,2.0,,18.0,1.7,estriada,estriada,710881.210,9558884.880,2266.789,0,1
1705,Liana,Liana,6.0,64.0,264.0,1.7,estriada,estriada,710880.920,9558884.544,2266.983,0,1
1707,Euphorbiaceae,Hyeronima.moritziana,2.5,76.0,46.0,2.5,lisa+pustulas,estriada,710882.303,9558886.098,2266.877,0,1
1708,Cyatheaceae,Cyathea.peladensis,2.5,46.0,62.0,1.9,estriada+cicatrices,estriada,710882.517,9558885.155,2266.703,0,1
1714,Melastomataceae,Meriania.sp1,1.9,25.0,158.0,0.3,estriada,estriada,710882.236,9558883.452,2266.146,0,1
1715,Rubiaceae,Palicourea.angustifolia,2.3,11.0,177.0,1.2,lisa,lisa,710881.635,9558883.154,2265.916,0,1
1716,Cyatheaceae,Cyathea.peladensis,2.5,50.0,148.0,1.5,estriada+cicatrices,estriada,710882.321,9558881.652,2264.831,0,1
1718,Rubiaceae,Elaeagia.karstenii,2.0,78.0,68.0,2.5,lisa,lisa,710880.673,9558880.226,2264.315,0,1
1719,Arboles.muertos,arbol.muerto,4.5,-40.0,182.0,0.2,lisa,lisa,710881.434,9558880.743,2264.513,0,1
1722,Arboles.muertos,arbol.muerto,20.2,35.0,60.0,1.7,lisa,lisa,710881.495,9558879.232,2263.664,0,1
1723,Arboles.muertos,arbol.muerto,3.2,83.0,120.0,0.0,lisa,lisa,710881.168,9558878.106,2262.927,0,1
1724,Rubiaceae,Palicourea.angustifolia,5.0,59.0,179.0,5.1,estriada,estriada,710881.217,9558877.557,2262.406,0,1
1727,Rubiaceae,Elaeagia.karstenii,10.5,45.0,138.0,4.8,lisa,lisa,710883.097,9558877.340,2262.270,0,1
1728,Lecythidaceae,Eschweilera.sessilis,3.5,68.0,148.0,7.4,lisa,lisa,710882.626,9558877.361,2262.345,0,1
1729,Arboles.muertos,arbol.muerto,4.5,30.0,249.0,0.0,estriada,estriada,710885.041,9558878.671,2262.327,0,1
1732,Cyatheaceae,Cyathea.peladensis,2.3,80.0,140.0,1.5,estriada+cicatrices,estriada,710880.090,9558880.223,2264.393,0,1
1733,Melastomataceae,Miconia.punctata,9.5,78.0,76.0,6.5,estriada,estriada,710880.107,9558879.343,2264.139,0,1
1734,Arboles.muertos,arbol.muerto,2.0,15.0,131.0,2.6,lisa,lisa,710880.590,9558878.208,2263.093,0,1
1736,Arboles.muertos,arbol.muerto,5.8,62.0,170.0,0.0,estriada,estriada,710884.292,9558876.238,2261.445,0,1
1738,Monimiaceae,Mollinedia.sp,8.7,53.0,119.0,5.7,estriada,estriada,710884.619,9558876.924,2261.739,0,1
1739,Myrsinaceae,Myrsine.andina,18.8,80.0,48.0,7.1,estriada,estriada,710884.896,9558877.165,2262.487,0,1
1740,Myrsinaceae,Myrsine.andina,14.9,85.0,180.0,7.5,estriada,estriada,710885.296,9558876.820,2262.382,0,1
1741,Arboles.muertos,arbol.muerto,11.5,4.0,180.0,0.5,lisa,lisa,710875.783,9558879.000,2265.787,0,1
1744,Lauraceae,Endlicheria.sp1,1.6,36.0,125.0,1.1,lisa,lisa,710876.703,9558879.102,2265.764,0,1
1749,Ericaceae,Cavendishia.bracteata,1.3,85.0,187.0,1.6,lisa,lisa,710875.888,9558881.326,2266.668,0,0
1750,Ericaceae,Cavendishia.bracteata,2.0,81.0,84.0,4.4,lisa,lisa,710875.964,9558881.213,2266.583,0,1
1751,Melastomataceae,Miconia.cf.micropetala,1.5,16.0,32.0,1.5,lisa,lisa,710879.389,9558889.909,2267.898,0,1
1752,Cyatheaceae,Cyathea.peladensis,2.4,30.0,96.0,1.7,estriada+cicatrices,estriada,710879.659,9558888.921,2268.011,0,1
1754,Clusiaceae,Tovomita.weddelliana,1.6,17.0,151.0,1.6,lisa,lisa,710879.158,9558889.552,2267.767,0,1
1755,Liana,Liana,4.0,10.0,58.0,0.3,lisa,lisa,710880.095,9558888.170,2267.440,0,1
1756,Melastomataceae,Miconia.sp11,2.5,79.0,158.0,2.9,lisa,lisa,710880.475,9558887.995,2267.550,0,1
1760,Melastomataceae,Miconia.sp11,2.0,76.0,150.0,3.6,lisa,lisa,710880.512,9558887.836,2267.595,0,0
1761,Ericaceae,Cavendishia.bracteata,2.1,26.0,174.0,1.2,estriada,estriada,710879.904,9558890.102,2268.037,0,1
1763,Lecythidaceae,Eschweilera.sessilis,2.2,55.0,156.0,1.6,lisa,lisa,710880.481,9558889.567,2268.035,0,1
1764,Melastomataceae,Miconia.sp12,2.3,15.0,179.0,2.3,lisa,lisa,710880.996,9558889.204,2268.007,0,1
1766,Monimiaceae,Siparuna.cascada,3.0,65.0,178.0,5.1,lisa,lisa,710880.621,9558888.185,2267.582,0,1
1767,Piperaceae,Piper.obliquum,1.5,80.0,224.0,3.1,lisa,lisa,710880.990,9558888.043,2267.582,0,0
1769,Lauraceae,Aniba.sp,5.8,90.0,v,4.3,lisa,lisa,710881.633,9558887.673,2267.646,0,1
1775,Arboles.muertos,arbol.muerto,5.8,-17.0,168.0,0.1,lisa,lisa,710881.108,9558887.686,2267.752,0,1
1780,Meliaceae,Guarea.kunthiana,2.6,90.0,v,1.8,lisa,lisa,710882.681,9558888.282,2268.226,0,1
1781,Liana,Liana,6.7,13.0,124.0,0.6,estriada,estriada,710882.570,9558888.380,2268.183,0,1
1783,Arboles.muertos,arbol.muerto,3.2,-15.0,139.0,0.7,lisa,lisa,710882.129,9558888.073,2268.266,0,1
1785,Arboles.muertos,arbol.muerto,1.1,-10.0,148.0,0.9,lisa,lisa,710882.152,9558888.112,2268.426,0,1
1788,Arboles.muertos,arbol.muerto,15.0,12.0,148.0,3.0,lisa,lisa,710881.771,9558887.397,2267.509,0,1
1789,Euphorbiaceae,Alchornea.grandiflora,3.0,87.0,106.0,4.1,lisa,lisa,710882.539,9558886.316,2268.098,0,1
1791,Arboles.muertos,arbol.muerto,4.5,11.0,126.0,0.7,lisa,lisa,710882.470,9558886.987,2267.420,0,1
1796,Arboles.muertos,arbol.muerto,8.8,27.0,146.0,1.2,estriada,estriada,710882.796,9558886.309,2267.176,0,1
1798,Arecaceae,Geonoma.densa,1.8,88.0,136.0,0.8,lisa+cicatrices,estriada,710882.809,9558887.864,2267.427,0,1
1803,Cyatheaceae,Cyathea.peladensis,2.9,65.0,148.0,2.7,estriada+cicatrices,estriada,710884.369,9558883.141,2265.698,0,1
1804,Polygalaceae,Monnina.sp,1.3,61.0,300.0,2.0,lisa,lisa,710884.924,9558882.542,2265.529,0,1
1805,Arboles.muertos,arbol.muerto,8.5,0.0,,0.0,estriada,estriada,710884.820,9558882.843,2266.431,0,1
1807,Melastomataceae,Miconia.sp15,3.5,-22.0,2.2,1.3,estriada,estriada,710884.993,9558882.763,2265.586,0,1
1808,Arboles.muertos,arbol.muerto,1.5,60.0,178.0,0.0,estriada,estriada,710885.610,9558882.171,2265.396,0,1
1809,Arboles.muertos,arbol.muerto,6.8,-12.0,169.0,0.0,lisa,lisa,710885.083,9558882.112,2265.222,0,1
1810,Lauraceae,Nectandra.laurel,6.4,54.0,240.0,6.4,escamosa,estriada,710884.622,9558881.715,2265.767,0,1
1812,Rubiaceae,Palicourea.angustifolia,4.3,39.0,189.0,6.4,lisa,lisa,710883.783,9558881.821,2265.989,0,1
1813,Arboles.muertos,arbol.muerto,4.3,-20.0,138.0,0.0,estriada,estriada,710884.100,9558881.716,2264.915,0,1
1814,Rubiaceae,Palicourea.angustifolia,3.5,38.0,131.0,5.3,lisa,lisa,710884.085,9558880.816,2264.283,0,1
1816,Melastomataceae,Miconia.sp1,2.0,43.0,124.0,2.6,lisa,lisa,710885.338,9558877.452,2265.789,0,1
1817,Arboles.muertos,arbol.muerto,3.4,-25.0,116.0,0.4,lisa+pustulas,estriada,710885.504,9558878.425,2262.277,0,1
1818,Arboles.muertos,arbol.muerto,4.3,65.0,22.0,0.9,lisa,lisa,710886.114,9558879.225,2262.755,0,1
1822,Lauraceae,Nectandra.laurel,4.2,78.0,148.0,5.6,lisa,lisa,710885.073,9558883.880,2266.448,0,1
1827,Arboles.muertos,arbol.muerto,3.5,48.0,232.0,1.1,estriada,estriada,710886.932,9558882.954,2265.319,0,1
1828,Lauraceae,Licaria.subsessilis,4.1,90.0,0.0,3.7,lisa,lisa,710887.274,9558882.108,2265.051,0,1
1831,Theaceae,Gordonia.cf.fructicosa,13.5,4.0,188.0,2.5,estriada,estriada,710886.586,9558883.510,2266.466,0,1
1834,Arboles.muertos,arbol.muerto,5.5,15.0,174.0,3.7,lisa,lisa,710884.491,9558886.004,2267.128,0,1
1841,Clusiaceae,Tovomita.weddelliana,5.0,64.0,102.0,6.5,estriada,estriada,710886.669,9558887.310,2266.967,0,1
1842,Clusiaceae,Clusia.alata,9.7,64.0,44.0,7.8,lisa+pustulas,estriada,710885.069,9558888.755,2267.733,0,1
1845,Rubiaceae,Stilpnophyllum.oellgaardi,3.5,4.0,122.0,2.2,estriada,estriada,710884.230,9558889.971,2268.068,0,1
1846,Melastomataceae,Meriania.sp1,2.0,49.0,178.0,1.4,lisa,lisa,710883.923,9558890.175,2267.639,0,1
1847,Arecaceae,Geonoma.densa,2.0,71.0,89.0,2.1,lisa+cicatrices,estriada,710882.983,9558891.123,2268.145,0,1
1848,LAURACEAE,Aniba.sp,3.0,62.0,58.0,2.9,lisa+pustulas,estriada,710883.134,9558891.362,2268.367,0,1
1866,Arboles.muertos,arbol.muerto,4.0,34.0,86.0,1.9,lisa+pustulas,estriada,710881.447,9558893.199,2269.124,0,1
1870,Clusiaceae,Tovomita.weddelliana,3.5,88.0,109.0,3.5,lisa,lisa,710879.480,9558893.245,2269.357,0,0
1871,Liana,Liana,2.0,73.0,28.0,4.6,estriada,estriada,710878.290,9558892.962,2268.937,0,1
1872,Moraceae,Helicostylis.tovarensis,1.9,51.0,75.0,4.3,pustulas,pustulas,710878.821,9558893.997,2270.004,0,1
1874,Myrsinaceae,Myrsine.andina,22.5,71.0,128.0,7.3,estriada,estriada,710879.235,9558894.351,2270.045,0,1
1878,Ericaceae,Cavendishia.bracteata,1.5,67.0,190.0,4.1,lisa,lisa,710878.338,9558893.634,2269.257,0,1
1880,Ericaceae,Cavendishia.bracteata,1.7,86.0,336.0,2.7,estriada,estriada,710878.114,9558894.096,2269.741,0,1
1881,Ericaceae,Cavendishia.bracteata,1.6,59.0,88.0,1.4,estriada,estriada,710877.927,9558894.155,2269.425,0,1
1882,Ericaceae,Cavendishia.bracteata,1.7,37.0,341.0,1.2,estriada,estriada,710879.327,9558890.913,2269.782,0,1
1883,Rubiaceae,Palicourea.angustifolia,2.3,72.0,296.0,3.8,lisa,lisa,710877.491,9558894.713,2269.835,0,1
1884,Arboles.muertos,arbol.muerto,3.9,44.0,123.0,1.4,estriada,estriada,710878.039,9558892.533,2268.850,0,1
1886,Ericaceae,Cavendishia.bracteata,3.3,29.0,101.0,2.8,lisa,lisa,710878.302,9558892.240,2268.947,0,1
1888,Rubiaceae,Palicourea.angustifolia,1.7,49.0,70.0,4.0,lisa,lisa,710879.447,9558892.044,2268.790,0,1
1889,Arboles.muertos,arbol.muerto,3.0,67.0,53.0,0.5,lisa,lisa,710880.066,9558892.509,2269.025,0,1
1890,Arboles.muertos,arbol.muerto,2.2,22.0,209.0,0.6,estriada,estriada,710877.883,9558890.986,2268.265,0,1
1891,Melastomataceae,Meriania.rigida,1.4,32.0,170.0,2.4,lisa,lisa,710877.693,9558889.928,2267.944,0,1
1892,Clusiaceae,Tovomita.weddelliana,1.5,80.0,124.0,2.2,lisa,lisa,710877.306,9558889.366,2267.735,0,0
1893,Liana,Liana,2.7,73.0,117.0,3.9,estriada,estriada,710877.419,9558890.562,2268.328,0,1
1894,Meliaceae,Guarea.kunthiana,13.5,82.0,149.0,7.0,estriada,estriada,710877.068,9558890.692,2268.317,0,1
1895,Rubiaceae,Palicourea.angustifolia,3.4,78.0,169.0,5.6,estriada+pustulas,estriada,710877.035,9558890.443,2268.231,0,1
1896,Ericaceae,Cavendishia.bracteata,2.8,7.0,184.0,2.5,estriada,estriada,710876.644,9558891.274,2268.267,0,1
1897,Ericaceae,Cavendishia.bracteata,2.7,-34.0,152.0,0.6,estriada,estriada,710876.391,9558890.676,2268.335,0,1
1898,Ericaceae,Cavendishia.bracteata,3.2,52.0,170.0,1.8,estriada,estriada,710876.205,9558890.214,2268.126,0,1
1899,Cyatheaceae,Cyathea.peladensis,2.6,47.0,247.0,0.8,estriada+cicatrices,estriada,710876.544,9558889.673,2267.626,0,1
1900,Cyatheaceae,Cyathea.peladensis,2.1,28.0,124.0,0.9,estriada+cicatrices,estriada,710876.143,9558888.526,2267.817,0,1
1901,Indeterminadas,Indeterminada,1.6,44.0,199.0,1.4,lisa,lisa,710875.878,9558888.503,2267.889,0,1
1902,Indeterminadas,Indeterminada,2.2,27.0,236.0,2.7,estriada,estriada,710876.400,9558889.277,2267.639,0,1
